,features,labels
8028,"[1, 3492, 49, 59]",c
8029,"[0, 7117, 94, 28]",d
8030,"[0, 6802, 6, 73]",c
8031,"[0, 3771, 30, 81]",c
8032,"[0, 2965, 64, 44]",c
8033,"[0, 4910, 42, 25]",a
8034,"[2, 2190, 61, 36]",b
8035,"[2, 3796, 9, 61]",b
8036,"[2, 1531, 84, 64]",c
8037,"[2, 5805, 62, 76]",c
8038,"[0, 6, 3, 11]",b
8039,"[2, 273, 59, 66]",c
8040,"[0, 3941, 45, 91]",c
8041,"[0, 7037, 13, 58]",d
8042,"[2, 4698, 3, 11]",b
8043,"[1, 2838, 69, 95]",c
8044,"[0, 999, 36, 41]",d
8045,"[1, 4788, 66, 78]",d
8046,"[0, 1715, 80, 75]",a
8047,"[2, 2785, 88, 6]",a
8048,"[0, 6080, 0, 24]",d
8049,"[2, 284, 44, 5]",c
8050,"[1, 5688, 81, 12]",d
8051,"[1, 560, 14, 34]",c
8052,"[0, 5087, 56, 90]",a
8053,"[0, 2706, 59, 1]",d
8054,"[0, 3545, 89, 35]",a
8055,"[2, 40, 81, 65]",c
8056,"[0, 2935, 7, 87]",b
8057,"[1, 6069, 11, 46]",a
8058,"[1, 2361, 8, 70]",c
8059,"[1, 3294, 43, 80]",b
8060,"[2, 6929, 59, 76]",c
8061,"[1, 1219, 32, 93]",a
8062,"[2, 2531, 32, 32]",c
8063,"[1, 6748, 78, 48]",b
8064,"[0, 6592, 55, 28]",a
8065,"[2, 5147, 81, 39]",b
8066,"[1, 6675, 37, 69]",a
8067,"[1, 5330, 38, 79]",b
8068,"[0, 5373, 19, 33]",c
8069,"[1, 6019, 79, 34]",a
8070,"[2, 6454, 83, 29]",c
8071,"[0, 413, 50, 12]",d
8072,"[0, 4390, 4, 0]",c
8073,"[1, 929, 68, 27]",b
8074,"[2, 2985, 11, 13]",c
8075,"[2, 1387, 7, 66]",c
8076,"[2, 5126, 21, 27]",a
8077,"[2, 3904, 58, 88]",b
8078,"[1, 3914, 52, 69]",b
8079,"[0, 2413, 79, 76]",b
8080,"[0, 4642, 1, 80]",a
8081,"[0, 3123, 91, 73]",a
8082,"[0, 5843, 17, 30]",b
8083,"[2, 3852, 71, 90]",d
8084,"[1, 5836, 18, 42]",b
8085,"[0, 3691, 94, 86]",c
8086,"[1, 6221, 3, 99]",b
8087,"[2, 4979, 89, 43]",a
8088,"[2, 3638, 19, 92]",b
8089,"[1, 6968, 36, 59]",c
8090,"[1, 470, 5, 50]",d
8091,"[0, 1533, 33, 90]",c
8092,"[2, 5440, 2, 26]",c
8093,"[2, 4275, 59, 40]",a
8094,"[0, 1327, 88, 39]",c
8095,"[0, 7120, 27, 5]",b
8096,"[2, 1136, 24, 55]",b
8097,"[2, 259, 20, 95]",c
8098,"[0, 7182, 22, 50]",c
8099,"[2, 4232, 7, 16]",c
8100,"[2, 3480, 20, 36]",c
8101,"[2, 2636, 75, 53]",a
8102,"[1, 4973, 95, 99]",c
8103,"[0, 569, 33, 50]",d
8104,"[2, 5189, 66, 44]",a
8105,"[0, 6716, 78, 0]",a
8106,"[1, 2216, 41, 78]",b
8107,"[2, 1319, 81, 9]",c
8108,"[2, 2209, 1, 17]",c
8109,"[1, 6079, 73, 98]",c
8110,"[2, 5816, 29, 31]",a
8111,"[2, 2496, 86, 28]",b
8112,"[1, 4096, 36, 65]",c
8113,"[2, 4911, 52, 42]",d
8114,"[0, 6563, 12, 88]",b
8115,"[0, 2149, 28, 13]",c
8116,"[2, 6740, 54, 46]",d
8117,"[1, 4555, 70, 29]",d
8118,"[2, 5409, 74, 83]",d
8119,"[2, 5403, 53, 12]",a
8120,"[0, 679, 94, 29]",a
8121,"[0, 6519, 24, 23]",b
8122,"[1, 6740, 69, 11]",d
8123,"[2, 5405, 53, 91]",d
8124,"[2, 5073, 98, 84]",c
8125,"[1, 5749, 92, 26]",d
8126,"[0, 1721, 52, 28]",b
8127,"[1, 2131, 74, 78]",b
8128,"[2, 516, 42, 87]",d
8129,"[0, 4066, 34, 3]",c
8130,"[2, 3737, 90, 61]",a
8131,"[1, 6824, 23, 90]",d
8132,"[2, 4237, 15, 6]",a
8133,"[1, 553, 24, 51]",d
8134,"[2, 3319, 9, 79]",b
8135,"[2, 172, 80, 49]",b
8136,"[1, 1024, 46, 30]",d
8137,"[0, 2166, 30, 6]",c
8138,"[2, 2615, 92, 51]",c
8139,"[2, 1871, 57, 58]",a
8140,"[2, 6752, 66, 1]",a
8141,"[1, 6849, 99, 30]",d
8142,"[2, 4420, 43, 14]",c
8143,"[1, 5667, 48, 27]",b
8144,"[1, 5923, 82, 90]",c
8145,"[2, 1193, 60, 89]",a
8146,"[0, 6286, 10, 53]",c
8147,"[0, 3713, 40, 90]",a
8148,"[2, 3522, 91, 13]",c
8149,"[0, 599, 88, 74]",c
8150,"[0, 209, 80, 78]",d
8151,"[0, 824, 94, 31]",b
8152,"[1, 3332, 96, 34]",d
8153,"[0, 1094, 45, 39]",c
8154,"[1, 5732, 41, 39]",c
8155,"[0, 3147, 15, 14]",c
8156,"[0, 574, 66, 8]",b
8157,"[2, 4034, 13, 21]",c
8158,"[2, 328, 0, 80]",b
8159,"[0, 5753, 7, 58]",a
8160,"[0, 5315, 23, 79]",c
8161,"[1, 4024, 56, 43]",d
8162,"[2, 5289, 37, 91]",a
8163,"[1, 6694, 89, 3]",a
8164,"[2, 1323, 91, 66]",d
8165,"[0, 6692, 56, 83]",c
8166,"[2, 6019, 94, 96]",b
8167,"[0, 1192, 82, 79]",b
8168,"[1, 2129, 69, 63]",b
8169,"[0, 6207, 94, 26]",a
8170,"[2, 3196, 29, 21]",d
8171,"[0, 2366, 50, 18]",a
8172,"[1, 3812, 98, 7]",b
8173,"[1, 1442, 10, 48]",d
8174,"[2, 1594, 50, 64]",b
8175,"[0, 483, 49, 52]",b
8176,"[0, 4340, 14, 93]",d
8177,"[0, 4414, 46, 13]",d
8178,"[0, 2110, 28, 87]",d
8179,"[0, 6499, 15, 84]",b
8180,"[2, 2173, 20, 93]",a
8181,"[2, 3934, 10, 85]",a
8182,"[1, 5554, 99, 66]",c
8183,"[2, 658, 60, 26]",b
8184,"[0, 3918, 9, 53]",a
8185,"[0, 5150, 12, 80]",a
8186,"[1, 6647, 71, 64]",d
8187,"[1, 746, 21, 55]",d
8188,"[0, 2757, 76, 60]",d
8189,"[2, 1718, 11, 99]",d
8190,"[1, 2462, 41, 10]",d
8191,"[0, 6959, 79, 89]",d
8192,"[1, 6617, 57, 67]",b
8193,"[2, 144, 65, 40]",b
8194,"[0, 5703, 38, 64]",a
8195,"[1, 6652, 49, 64]",b
8196,"[0, 5587, 8, 11]",c
8197,"[0, 4409, 12, 29]",c
8198,"[0, 4643, 89, 45]",b
8199,"[2, 2848, 81, 77]",b
8200,"[0, 6006, 39, 36]",b
8201,"[0, 3304, 87, 97]",a
8202,"[2, 4724, 23, 18]",a
8203,"[1, 6225, 98, 17]",b
8204,"[0, 4488, 78, 11]",d
8205,"[2, 2500, 92, 58]",c
8206,"[2, 3792, 57, 14]",d
8207,"[1, 4295, 61, 63]",c
8208,"[0, 2753, 35, 97]",c
8209,"[2, 1802, 56, 24]",d
8210,"[0, 5269, 21, 63]",a
8211,"[1, 1377, 39, 15]",a
8212,"[1, 4167, 12, 73]",a
8213,"[2, 6484, 87, 33]",a
8214,"[0, 557, 26, 8]",b
8215,"[0, 6199, 29, 54]",a
8216,"[1, 2648, 44, 79]",a
8217,"[2, 1208, 8, 94]",c
8218,"[1, 2898, 27, 18]",d
8219,"[2, 1500, 81, 28]",b
8220,"[1, 1497, 68, 57]",d
8221,"[1, 389, 19, 11]",a
8222,"[1, 6931, 4, 53]",b
8223,"[0, 2253, 72, 97]",a
8224,"[2, 5338, 46, 70]",b
8225,"[0, 1927, 58, 57]",b
8226,"[1, 3737, 49, 66]",a
8227,"[1, 4767, 42, 42]",a
8228,"[2, 683, 64, 35]",c
8229,"[0, 1465, 84, 8]",c
8230,"[0, 3163, 53, 32]",d
8231,"[0, 5660, 19, 65]",b
8232,"[1, 1051, 21, 64]",d
8233,"[0, 2841, 59, 56]",b
8234,"[0, 954, 37, 89]",d
8235,"[1, 5804, 55, 57]",b
8236,"[1, 6451, 23, 42]",c
8237,"[0, 2105, 16, 82]",a
8238,"[1, 1712, 67, 97]",a
8239,"[1, 2550, 16, 44]",c
8240,"[1, 344, 49, 22]",c
8241,"[0, 4543, 88, 8]",c
8242,"[0, 1168, 99, 77]",c
8243,"[0, 2465, 21, 50]",d
8244,"[2, 1829, 52, 88]",b
8245,"[1, 534, 8, 99]",c
8246,"[2, 5978, 23, 18]",a
8247,"[1, 250, 3, 32]",c
8248,"[0, 2334, 62, 68]",d
8249,"[2, 6324, 68, 2]",c
8250,"[1, 3095, 56, 48]",d
8251,"[2, 6368, 61, 73]",b
8252,"[2, 4708, 24, 89]",c
8253,"[2, 6822, 64, 72]",c
8254,"[0, 4419, 43, 100]",c
8255,"[1, 2955, 57, 40]",b
8256,"[2, 1645, 59, 40]",b
8257,"[1, 689, 30, 69]",b
8258,"[1, 3551, 48, 22]",c
8259,"[2, 124, 54, 100]",a
8260,"[1, 5638, 88, 41]",d
8261,"[0, 4682, 37, 98]",c
8262,"[1, 2493, 89, 48]",b
8263,"[2, 1411, 36, 45]",d
8264,"[0, 7105, 65, 93]",c
8265,"[0, 1420, 1, 88]",d
8266,"[2, 751, 82, 87]",d
8267,"[1, 140, 93, 34]",b
8268,"[2, 5120, 43, 12]",c
8269,"[0, 1086, 40, 32]",c
8270,"[0, 6702, 80, 49]",d
8271,"[2, 7113, 14, 38]",b
8272,"[0, 6790, 72, 54]",c
8273,"[2, 3888, 8, 42]",d
8274,"[0, 6355, 99, 91]",c
8275,"[1, 5043, 1, 73]",c
8276,"[2, 6125, 49, 36]",a
8277,"[0, 4410, 15, 35]",d
8278,"[2, 5749, 64, 25]",b
8279,"[2, 6210, 5, 67]",d
8280,"[1, 2733, 25, 10]",a
8281,"[2, 103, 35, 72]",b
8282,"[2, 5317, 30, 48]",c
8283,"[2, 2698, 36, 49]",b
8284,"[2, 3808, 35, 75]",d
8285,"[1, 5446, 5, 51]",b
8286,"[0, 5302, 78, 43]",d
8287,"[0, 7000, 71, 93]",c
8288,"[0, 5016, 86, 98]",a
8289,"[2, 6612, 95, 44]",c
8290,"[0, 6110, 23, 68]",c
8291,"[2, 3704, 1, 77]",c
8292,"[0, 1352, 79, 60]",a
8293,"[0, 416, 92, 24]",b
8294,"[1, 6158, 5, 60]",a
8295,"[2, 6342, 89, 39]",c
8296,"[2, 5123, 86, 55]",c
8297,"[2, 5236, 50, 47]",d
8298,"[1, 749, 83, 2]",d
8299,"[2, 3898, 97, 51]",b
8300,"[1, 2292, 0, 89]",a
8301,"[2, 453, 59, 9]",b
8302,"[0, 7075, 46, 16]",d
8303,"[0, 3697, 67, 15]",c
8304,"[0, 5803, 76, 0]",d
8305,"[0, 4426, 34, 16]",b
8306,"[0, 7195, 30, 100]",d
8307,"[1, 6491, 73, 74]",c
8308,"[0, 3089, 23, 41]",d
8309,"[0, 7125, 54, 53]",d
8310,"[1, 1495, 30, 7]",c
8311,"[0, 1401, 0, 19]",d
8312,"[1, 1367, 7, 90]",d
8313,"[1, 6873, 71, 79]",c
8314,"[1, 2029, 89, 36]",c
8315,"[1, 4400, 69, 34]",a
8316,"[2, 4380, 60, 45]",a
8317,"[2, 6856, 12, 20]",b
8318,"[2, 3009, 30, 98]",d
8319,"[0, 3641, 44, 5]",c
8320,"[0, 4555, 57, 32]",c
8321,"[0, 4754, 88, 80]",c
8322,"[0, 6932, 42, 24]",a
8323,"[1, 4915, 61, 66]",b
8324,"[2, 408, 61, 0]",c
8325,"[1, 2026, 18, 79]",a
8326,"[2, 3043, 25, 35]",b
8327,"[2, 6343, 8, 91]",b
8328,"[0, 1366, 3, 94]",c
8329,"[2, 5071, 46, 3]",b
8330,"[2, 6307, 29, 87]",a
8331,"[1, 4495, 79, 83]",b
8332,"[2, 5502, 40, 73]",d
8333,"[1, 4551, 70, 80]",b
8334,"[0, 2475, 62, 69]",c
8335,"[1, 1830, 64, 100]",a
8336,"[2, 2438, 10, 57]",b
8337,"[1, 3912, 91, 31]",a
8338,"[1, 2267, 71, 2]",d
8339,"[1, 635, 27, 52]",b
8340,"[2, 4333, 95, 80]",d
8341,"[2, 1416, 75, 3]",b
8342,"[1, 4557, 70, 40]",b
8343,"[2, 6188, 53, 63]",d
8344,"[1, 444, 16, 71]",c
8345,"[2, 3034, 39, 15]",b
8346,"[1, 261, 57, 15]",b
8347,"[0, 4460, 15, 11]",a
8348,"[2, 917, 83, 41]",a
8349,"[1, 4246, 10, 46]",b
8350,"[2, 2645, 34, 95]",c
8351,"[0, 3632, 42, 45]",b
8352,"[0, 2837, 29, 69]",b
8353,"[2, 1621, 46, 19]",d
8354,"[0, 4078, 90, 7]",a
8355,"[0, 702, 7, 80]",a
8356,"[0, 6898, 77, 93]",d
8357,"[2, 4212, 85, 76]",b
8358,"[1, 631, 99, 6]",c
8359,"[1, 2979, 80, 4]",a
8360,"[0, 930, 61, 78]",b
8361,"[1, 5817, 78, 88]",b
8362,"[0, 6816, 78, 88]",a
8363,"[1, 3349, 77, 69]",d
8364,"[0, 5588, 95, 79]",c
8365,"[1, 1523, 7, 7]",a
8366,"[1, 4849, 17, 89]",d
8367,"[1, 4070, 86, 48]",c
8368,"[2, 2038, 26, 60]",b
8369,"[1, 5574, 64, 56]",d
8370,"[1, 2910, 13, 61]",a
8371,"[2, 2751, 78, 50]",d
8372,"[1, 1239, 85, 100]",a
8373,"[1, 6877, 31, 62]",d
8374,"[2, 6507, 61, 34]",b
8375,"[0, 6503, 60, 39]",b
8376,"[1, 1262, 99, 87]",b
8377,"[2, 6379, 68, 26]",d
8378,"[2, 7183, 93, 83]",d
8379,"[2, 1791, 49, 82]",d
8380,"[0, 83, 70, 19]",c
8381,"[0, 7024, 31, 88]",d
8382,"[2, 6705, 11, 23]",d
8383,"[2, 2114, 10, 86]",d
8384,"[1, 7010, 88, 46]",c
8385,"[1, 3498, 35, 82]",a
8386,"[0, 3214, 31, 15]",a
8387,"[1, 644, 26, 32]",a
8388,"[0, 6479, 93, 11]",d
8389,"[0, 754, 38, 30]",b
8390,"[1, 4601, 66, 81]",b
8391,"[1, 5729, 93, 25]",c
8392,"[0, 1189, 36, 92]",b
8393,"[0, 56, 36, 33]",d
8394,"[0, 1625, 92, 10]",d
8395,"[0, 1084, 25, 8]",a
8396,"[2, 6777, 34, 37]",b
8397,"[0, 5336, 67, 71]",a
8398,"[1, 5000, 34, 36]",a
8399,"[2, 7077, 48, 44]",d
8400,"[0, 1819, 56, 21]",b
8401,"[0, 1347, 28, 11]",c
8402,"[2, 5525, 68, 83]",c
8403,"[1, 28, 67, 65]",b
8404,"[0, 4475, 61, 57]",d
8405,"[2, 2099, 37, 29]",b
8406,"[2, 5863, 39, 99]",d
8407,"[2, 622, 50, 83]",c
8408,"[0, 4058, 59, 22]",a
8409,"[1, 6922, 83, 9]",a
8410,"[0, 681, 97, 87]",d
8411,"[2, 1138, 93, 65]",d
8412,"[2, 5502, 9, 92]",b
8413,"[0, 930, 82, 14]",b
8414,"[0, 425, 15, 44]",b
8415,"[1, 1756, 66, 90]",d
8416,"[0, 3736, 21, 67]",a
8417,"[0, 2106, 9, 9]",d
8418,"[1, 721, 38, 63]",c
8419,"[1, 1614, 72, 33]",a
8420,"[0, 3829, 2, 32]",b
8421,"[1, 6361, 65, 92]",c
8422,"[1, 5227, 30, 22]",b
8423,"[0, 4126, 81, 74]",a
8424,"[2, 6087, 81, 15]",a
8425,"[0, 1810, 53, 55]",b
8426,"[1, 1772, 17, 26]",d
8427,"[0, 3161, 9, 10]",d
8428,"[0, 395, 65, 24]",a
8429,"[1, 235, 6, 71]",d
8430,"[1, 7078, 17, 7]",a
8431,"[0, 444, 35, 68]",a
8432,"[1, 2470, 14, 97]",b
8433,"[2, 78, 68, 35]",c
8434,"[1, 5271, 49, 95]",b
8435,"[0, 6694, 35, 2]",c
8436,"[0, 6533, 13, 70]",d
8437,"[2, 6496, 7, 16]",d
8438,"[0, 1119, 55, 2]",b
8439,"[0, 291, 43, 34]",b
8440,"[0, 3477, 40, 7]",a
8441,"[2, 2249, 17, 13]",c
8442,"[2, 1088, 91, 24]",c
8443,"[2, 2737, 54, 17]",c
8444,"[1, 2311, 13, 50]",c
8445,"[1, 5417, 82, 80]",c
8446,"[2, 6926, 91, 5]",c
8447,"[0, 3911, 55, 43]",c
8448,"[0, 6874, 94, 42]",b
8449,"[1, 4168, 88, 64]",b
8450,"[1, 838, 41, 30]",b
8451,"[1, 4045, 47, 75]",b
8452,"[2, 378, 73, 26]",b
8453,"[0, 2910, 48, 44]",a
8454,"[1, 5929, 74, 28]",b
8455,"[2, 1817, 60, 33]",c
8456,"[1, 3758, 100, 31]",b
8457,"[0, 1206, 35, 61]",d
8458,"[0, 2750, 10, 54]",b
8459,"[2, 3736, 44, 4]",d
8460,"[0, 2035, 49, 74]",a
8461,"[2, 5790, 45, 57]",a
8462,"[1, 1690, 13, 76]",b
8463,"[2, 235, 29, 13]",b
8464,"[2, 3723, 52, 76]",b
8465,"[1, 2103, 53, 62]",b
8466,"[0, 5787, 17, 84]",b
8467,"[1, 3987, 55, 48]",b
8468,"[2, 1002, 77, 46]",d
8469,"[0, 5016, 52, 63]",d
8470,"[0, 4514, 8, 42]",d
8471,"[0, 821, 68, 26]",b
8472,"[1, 2989, 82, 29]",d
8473,"[1, 4048, 8, 53]",d
8474,"[1, 6638, 88, 18]",a
8475,"[1, 3148, 47, 25]",d
8476,"[2, 6541, 62, 31]",a
8477,"[0, 4329, 84, 69]",b
8478,"[2, 5163, 23, 57]",b
8479,"[1, 4678, 79, 97]",d
8480,"[0, 4388, 85, 0]",c
8481,"[0, 1473, 40, 56]",c
8482,"[2, 3751, 73, 35]",b
8483,"[2, 5025, 46, 23]",c
8484,"[2, 3260, 49, 63]",c
8485,"[2, 4813, 90, 82]",a
8486,"[0, 287, 46, 51]",b
8487,"[2, 4848, 21, 44]",d
8488,"[0, 3682, 79, 52]",a
8489,"[1, 1303, 4, 3]",c
8490,"[1, 2386, 88, 56]",d
8491,"[1, 3094, 76, 47]",d
8492,"[1, 2252, 68, 89]",b
8493,"[0, 5377, 60, 32]",d
8494,"[1, 3085, 0, 65]",a
8495,"[0, 3634, 23, 3]",b
8496,"[0, 5194, 4, 55]",a
8497,"[1, 5020, 95, 76]",c
8498,"[2, 2207, 2, 67]",a
8499,"[2, 5108, 35, 74]",b
8500,"[0, 4366, 46, 8]",d
8501,"[0, 2386, 54, 13]",c
8502,"[0, 4092, 86, 40]",b
8503,"[0, 1146, 75, 21]",b
8504,"[2, 1525, 45, 35]",d
8505,"[1, 3556, 66, 48]",c
8506,"[2, 4173, 5, 1]",c
8507,"[1, 247, 95, 38]",c
8508,"[1, 5960, 69, 39]",d
8509,"[0, 3211, 31, 10]",b
8510,"[2, 3149, 46, 13]",b
8511,"[1, 4296, 90, 53]",b
8512,"[1, 5615, 77, 96]",d
8513,"[2, 424, 30, 68]",b
8514,"[0, 6372, 18, 22]",c
8515,"[2, 6363, 57, 94]",c
8516,"[2, 6148, 50, 97]",d
8517,"[0, 5500, 98, 67]",c
8518,"[1, 2275, 85, 94]",a
8519,"[1, 189, 77, 28]",d
8520,"[0, 3619, 84, 6]",b
8521,"[2, 1331, 20, 17]",b
8522,"[2, 6325, 82, 98]",d
8523,"[2, 2556, 75, 8]",b
8524,"[0, 238, 75, 70]",c
8525,"[0, 2614, 77, 22]",d
8526,"[0, 5255, 32, 63]",b
8527,"[1, 722, 40, 62]",d
8528,"[2, 4882, 49, 68]",c
8529,"[0, 15, 77, 68]",d
8530,"[1, 1741, 48, 15]",a
8531,"[0, 5995, 94, 26]",b
8532,"[2, 7133, 20, 37]",d
8533,"[0, 4486, 61, 19]",a
8534,"[1, 5243, 15, 70]",a
8535,"[0, 425, 71, 82]",a
8536,"[1, 1148, 55, 28]",c
8537,"[2, 5623, 32, 97]",d
8538,"[2, 1969, 52, 66]",d
8539,"[1, 124, 2, 64]",c
8540,"[0, 2254, 54, 76]",d
8541,"[0, 2114, 89, 89]",d
8542,"[1, 4989, 9, 87]",a
8543,"[1, 360, 58, 89]",c
8544,"[2, 619, 49, 11]",b
8545,"[0, 2747, 48, 83]",b
8546,"[2, 541, 42, 15]",b
8547,"[0, 5343, 88, 36]",d
8548,"[0, 4847, 90, 37]",a
8549,"[1, 4189, 100, 16]",b
8550,"[2, 4766, 75, 86]",c
8551,"[2, 1244, 86, 66]",b
8552,"[0, 231, 46, 59]",b
8553,"[2, 6635, 7, 76]",b
8554,"[2, 5197, 28, 65]",a
8555,"[0, 639, 22, 81]",b
8556,"[2, 6535, 36, 90]",a
8557,"[0, 6452, 76, 68]",a
8558,"[1, 433, 37, 86]",b
8559,"[2, 4536, 59, 63]",c
8560,"[1, 380, 70, 46]",c
8561,"[0, 6959, 44, 32]",b
8562,"[1, 4449, 31, 34]",a
8563,"[2, 4707, 11, 82]",a
8564,"[2, 3109, 71, 91]",b
8565,"[0, 5793, 10, 22]",d
8566,"[1, 5323, 1, 40]",b
8567,"[0, 6579, 84, 47]",d
8568,"[2, 4432, 45, 84]",a
8569,"[0, 6942, 34, 67]",a
8570,"[2, 1156, 79, 75]",c
8571,"[2, 1953, 11, 15]",a
8572,"[1, 3748, 26, 71]",d
8573,"[2, 1600, 79, 36]",c
8574,"[2, 6885, 74, 21]",c
8575,"[0, 4761, 35, 84]",d
8576,"[2, 661, 36, 84]",c
8577,"[2, 2816, 21, 19]",b
8578,"[0, 2646, 19, 33]",a
8579,"[1, 5458, 30, 61]",c
8580,"[1, 2545, 68, 65]",d
8581,"[2, 6024, 6, 55]",c
8582,"[0, 4795, 76, 16]",a
8583,"[0, 2239, 84, 63]",c
8584,"[2, 1214, 65, 15]",b
8585,"[1, 4974, 93, 91]",a
8586,"[0, 403, 28, 25]",c
8587,"[0, 2242, 88, 74]",d
8588,"[1, 1149, 63, 87]",a
8589,"[2, 2306, 22, 7]",b
8590,"[0, 6856, 97, 12]",a
8591,"[1, 464, 40, 16]",d
8592,"[0, 6535, 65, 61]",b
8593,"[1, 6405, 57, 81]",b
8594,"[2, 5555, 2, 9]",c
8595,"[0, 1656, 47, 28]",c
8596,"[0, 1854, 26, 79]",b
8597,"[0, 5397, 22, 55]",d
8598,"[2, 501, 28, 95]",c
8599,"[2, 2193, 3, 5]",a
8600,"[0, 2008, 63, 15]",a
8601,"[0, 3659, 21, 26]",a
8602,"[0, 2476, 13, 28]",c
8603,"[2, 2698, 39, 67]",b
8604,"[2, 6776, 13, 24]",a
8605,"[0, 3561, 42, 55]",d
8606,"[0, 2005, 71, 16]",c
8607,"[2, 6667, 52, 49]",c
8608,"[2, 1536, 15, 100]",a
8609,"[1, 6204, 80, 12]",b
8610,"[2, 5820, 34, 92]",d
8611,"[0, 3389, 11, 52]",c
8612,"[1, 1942, 22, 22]",d
8613,"[1, 593, 24, 48]",d
8614,"[0, 3504, 95, 40]",b
8615,"[0, 6983, 24, 49]",b
8616,"[0, 590, 65, 20]",c
8617,"[1, 30, 24, 98]",c
8618,"[1, 6782, 57, 47]",b
8619,"[2, 3722, 34, 48]",d
8620,"[0, 1415, 71, 68]",c
8621,"[2, 224, 2, 52]",c
8622,"[1, 2037, 9, 79]",a
8623,"[0, 1182, 96, 95]",c
8624,"[0, 1604, 63, 52]",a
8625,"[1, 266, 11, 18]",a
8626,"[1, 4836, 34, 31]",a
8627,"[0, 1649, 99, 7]",b
8628,"[0, 4238, 13, 47]",d
8629,"[2, 2068, 62, 64]",c
8630,"[0, 7084, 30, 98]",c
8631,"[2, 4541, 1, 0]",c
8632,"[0, 1090, 1, 58]",a
8633,"[2, 453, 75, 23]",a
8634,"[1, 201, 1, 56]",d
8635,"[0, 3234, 28, 87]",d
8636,"[0, 6613, 92, 29]",a
8637,"[0, 389, 24, 24]",c
8638,"[2, 4612, 33, 10]",d
8639,"[0, 6815, 54, 75]",d
8640,"[2, 2358, 97, 11]",a
8641,"[0, 5142, 21, 10]",a
8642,"[2, 2400, 24, 0]",d
8643,"[2, 525, 84, 7]",b
8644,"[1, 4716, 52, 93]",d
8645,"[1, 6104, 47, 50]",c
8646,"[0, 3533, 68, 64]",d
8647,"[1, 2775, 66, 16]",a
8648,"[1, 5939, 48, 60]",c
8649,"[0, 2643, 64, 47]",c
8650,"[0, 6666, 72, 25]",c
8651,"[0, 4293, 69, 90]",c
8652,"[0, 4918, 71, 78]",b
8653,"[1, 3077, 11, 31]",d
8654,"[2, 5569, 95, 63]",b
8655,"[1, 4888, 36, 54]",a
8656,"[1, 6072, 87, 35]",a
8657,"[2, 2317, 92, 4]",c
8658,"[2, 4044, 91, 5]",a
8659,"[1, 613, 9, 38]",a
8660,"[0, 1479, 53, 91]",d
8661,"[2, 3064, 25, 27]",b
8662,"[0, 3863, 36, 29]",d
8663,"[1, 80, 100, 13]",d
8664,"[2, 220, 42, 58]",d
8665,"[1, 1334, 99, 75]",a
8666,"[1, 3763, 40, 15]",d
8667,"[0, 2562, 96, 3]",c
8668,"[0, 2288, 0, 87]",c
8669,"[1, 6004, 89, 100]",a
8670,"[0, 5382, 14, 56]",d
8671,"[2, 4549, 86, 72]",d
8672,"[0, 1851, 97, 91]",a
8673,"[0, 1758, 79, 86]",d
8674,"[1, 3310, 2, 15]",b
8675,"[2, 312, 51, 58]",b
8676,"[0, 2259, 46, 47]",b
8677,"[2, 1379, 10, 14]",d
8678,"[2, 4771, 35, 11]",a
8679,"[2, 2882, 82, 73]",a
8680,"[1, 1485, 61, 65]",b
8681,"[2, 2659, 50, 84]",d
8682,"[0, 1964, 64, 51]",b
8683,"[0, 3565, 5, 34]",a
8684,"[1, 3237, 60, 44]",d
8685,"[2, 3464, 94, 34]",b
8686,"[0, 2056, 64, 51]",d
8687,"[0, 3334, 5, 70]",c
8688,"[2, 4162, 64, 97]",c
8689,"[0, 1369, 65, 18]",b
8690,"[2, 623, 52, 80]",b
8691,"[1, 5993, 69, 88]",c
8692,"[0, 3796, 96, 18]",b
8693,"[1, 2577, 32, 79]",d
8694,"[2, 6197, 52, 49]",c
8695,"[2, 2327, 66, 11]",b
8696,"[0, 3569, 45, 79]",a
8697,"[0, 4040, 74, 0]",b
8698,"[2, 286, 0, 60]",b
8699,"[2, 4973, 55, 19]",c
8700,"[0, 5887, 12, 97]",b
8701,"[2, 5893, 63, 95]",a
8702,"[0, 5679, 5, 1]",b
8703,"[2, 3035, 61, 38]",a
8704,"[0, 6319, 62, 24]",a
8705,"[1, 6894, 81, 98]",b
8706,"[2, 6714, 21, 77]",a
8707,"[2, 6126, 48, 42]",c
8708,"[1, 4524, 66, 100]",c
8709,"[0, 4659, 21, 25]",c
8710,"[2, 2676, 0, 0]",a
8711,"[0, 2149, 99, 86]",a
8712,"[1, 3950, 100, 97]",d
8713,"[0, 308, 98, 84]",c
8714,"[0, 4922, 61, 95]",d
8715,"[0, 868, 85, 5]",c
8716,"[0, 755, 94, 92]",c
8717,"[0, 5396, 30, 16]",b
8718,"[1, 6275, 2, 2]",b
8719,"[1, 1518, 85, 36]",c
8720,"[2, 359, 88, 45]",c
8721,"[2, 4715, 24, 42]",a
8722,"[1, 782, 96, 45]",a
8723,"[0, 2506, 20, 7]",b
8724,"[1, 438, 63, 15]",b
8725,"[0, 1128, 24, 73]",d
8726,"[0, 3028, 38, 68]",b
8727,"[1, 5015, 59, 96]",b
8728,"[2, 6554, 73, 1]",d
8729,"[0, 2538, 14, 25]",d
8730,"[2, 765, 48, 45]",b
8731,"[1, 2709, 32, 47]",d
8732,"[2, 2776, 45, 100]",d
